title,date,authors,isbn,description,collection,img,publisher,language,format,url
"¿Quién es Jake Ellis?. Colección 100%","Marzo 2013","Nathan Edmondson, Tonci Zonjic","978-8-490-24325-1","Contiene Who Is Jake Ellis? 1-5 USA Jon Moore es un espía mercenario que se ha dado a la fuga. El único hombre que impide que caiga al abismo es un misterioso personaje llamado Jake Ellis. Pero, ¿quién es realimente? Nadie conoce a este hombre invisible. Nadie, excepto el propio Jon. Una historia de intriga a cargo de Nathan Edmondson, el escritor del mítico cómic Los Olímpicos, vuelve a la carga con un cómic para Image dibujado por el sofisticado Tonci Zonjic (Marvel Divas).","","https://i1.whakoom.com/small/29/3c/3266e17c1603447dbe733f12cc2c5b9d.jpg","Panini Comics España","Español (España)","Rústica 128 pp","https://www.whakoom.com/ediciones/264262/quien_es_jake_ellis_coleccion_100-rustica_128_pp"
"¿Quién es JPC?","Noviembre 2016","JPC","978-9-505-15856-0","JPC (Juan Pablo Compaired) trabaja en su pantalla táctil y publica sus viñetas en la red. Sobre esa pantalla transforma diariamente en humor su mirada tiernamente cínica hacia la música, la tecnología, la vida; deslizando sus dedos por las cuerdas-teclas ""toca"" los dibujos como quien escribe una partitura y nos acompaña a escuchar el mundo. Este libro recopila lo mejor de su primera generación de viñetas hechas para un público que está frente a la pantalla todo el día y que quiere descansar la vista y reírse un poco, también de sí mismo.","","https://i1.whakoom.com/small/13/21/80fac5639cd34c2da173cccc77de3408.jpg","Ediciones de la Flor","Español (Argentina)","Rústica 96 pp","https://www.whakoom.com/ediciones/591156/quien_es_jpc-rustica_96_pp"
"¿Quién es más fuerte?: Y otras 500 preguntas de superhéroes","26 de noviembre de 2021","Paco Hernández, Yayu","979-8-753-11136-4, 9798753111364-90000","Gracias al boom de las películas de superhéroes, millones de personas se acercan al medio, pero las dudas surgen: ¿Dónde puedo comprar cómics? ¿Por dónde empiezo a leer los X-Men? ¿Qué cómic de Superman me recomiendas? ¡Incluso las dudas más frikis! ¿Quién es más fuerte? ¿Quién tiene más dinero, Tony Stark o Bruce Wayne? ¿Puede la Capitana Marvel romper la telaraña de Spiderman? Bien, no busquéis más, ¡en este libro hallaréis las respuestas!","","https://i1.whakoom.com/small/12/11/4e784cbabe784adfa7ffbfa91600ecdf.jpg","Sunflower Comics","Español (España)","Rústica 320 pp","https://www.whakoom.com/ediciones/619305/quien_es_mas_fuerte_y_otras_500_preguntas_de_superheroes-rustica_320_pp"
"¿Quién es Montt?","2011","Alberto Montt","978-9-505-15046-5","La primera recopilación en la Argentina del corrosivo humor gráfico de un dibujante chileno, ya conocido por su blog dosis diarias con infinidad de seguidores entre los aficionados al dibujo.","","https://i1.whakoom.com/small/22/10/d6ecf7741b26422985b50032048abe05.jpg","Ediciones de la Flor","Español (Argentina)","Rústica","https://www.whakoom.com/ediciones/341401/quien_es_montt-rustica"
"¿Quién es Piraro?","30 de junio de 1995","Dan Piraro","95051-57-12-6","Compilación del humor gráfico de uno de los principales exponentes del absurdo en el humorismo norteamericano, conocido como un astuto observador de la condición humana de la vida cotidiana y de los sucesos políticos del momento. Este libro se integra con material publicado en inglés en los libros The Best of Bizarro, Bizarro, Mondo Bizarro y Glasnot Bizarro.","","https://i1.whakoom.com/small/15/30/d04531a15fd0409394b5f210267962e3.jpg","Ediciones de la Flor","Español (España)","Rústica 120 pp","https://www.whakoom.com/ediciones/399433/quien_es_piraro-rustica_120_pp"
"¿Quién es quién? Guía ilustrada del ambiente para gays desubicados","10 de julio de 2013","Enrique P. Sen, Daniel Mainé","978-8-415-83943-9","¿Te gustan las pelis de gladiadores? ¿Saliste del armario con tanta prisa que te comiste dos o tres perchas? ¿Bailas y te sabes el 'Single Ladies' con sospechosa soltura? ¿Te sientes confundida como Carmen Lomana en un McDonald's? ¿Pasas de quedar con tus amigos para ver la Champions, pero te escapas para ver en tu casa el fin de temporada de 'Dora la Exploradora'?","","https://i1.whakoom.com/small/30/36/d81b44d5019545ed939882f6642fd9c3.jpg","Diábolo Ediciones","Español (España)","Rústica 96 pp","https://www.whakoom.com/ediciones/619575/quien_es_quien_guia_ilustrada_del_ambiente_para_gays_desubicados-rustica_96_pp"
"¿Quién es quién? Nueva y ampliada guía ilustrada del ambiente para gays desubicados","","Daniel Mainé, Enrique P. Sen","978-8-416-21713-7","","","https://i1.whakoom.com/small/19/09/4b7d573823144aba9768311bddc21f04.jpg","Diábolo Ediciones","Español (España)","Cartoné","https://www.whakoom.com/ediciones/356349/quien_es_quien_nueva_y_ampliada_guia_ilustrada_del_ambiente_para_gays_desubicados-cartone"
"¿Quién es Sendra?","Agosto 1986","Sendra","95051-56-48-0","","","https://i1.whakoom.com/small/22/35/deca898f85b34bb197655884b4a973ee.jpg","Ediciones de la Flor","Español (Argentina)","Rústica 120 pp","https://www.whakoom.com/ediciones/530625/quien_es_sendra-rustica_120_pp"
"¿Quién le zurcía los calcetines al Rey de Prusia mientras estaba en la guerra?","Noviembre 2013","Zidrou, Roger Ibáñez","978-8-467-91387-3","Zidrou ( Lydie o La piel del oso ) y Roger Ibáñez (Jazz Maynard ) firman un cómic único, una historia tierna, minimalista y llena de humanidad. Le señora Hubeau solo tiene una preocupación en la vida, su hijo Micheal, un hombre discapacitado, de unos 40 años, que no puede valerse por sí mismo, por lo que su madre tiene que estar pendiente de él en todo momento como si fuera todavía un niño.","","https://i1.whakoom.com/small/0e/1f/8f0d13d42ae44369920a5cc4389aa3ef.jpg","Norma Editorial","Español (España)","Cartoné 56 pp","https://www.whakoom.com/ediciones/263305/quien_le_zurcia_los_calcetines_al_rey_de_prusia_mientras_estaba_en_la_guerra-cartone_56_pp"
"¿Quién mató a Rexton?","","Diego Agrimbau, Patricio Delpeche, Gabriel Ippoliti, Fernando Baldó, Dante Ginevra, Pietro Zanotto, Enrique Gato","978-9-874-16416-2","El afamado guionista de historietas Víctor Rexton ha muerto en circunstancias sospechosas. Nadie cree que se haya tratado de un suicidio, como dice la versión oficial. Todo apunta a que el culpable es uno de los dibujantes con los que solía trabajar. Cada cual tiene sus motivos. Esta es la trama que deberá desentrañar Katmus, un autor integral especializado en crónicas documentales. Él deberá recolectar los cinco testimonios de los que fueron los colaboradores más cercanos del gran guionista. Y Katmus también deberá dar el suyo, después de todo, es un sospechoso más. Motivos sobran. Pistas faltan. La realidad y la ficción se enfrentan en esta antología donde nada es lo que parece, donde la verdad es apenas una mentira que todavía nadie ha descubierto. Un guionista y seis dibujantes reales se reúnen para contar la historia de un crimen que involucra a un guionista y seis dibujantes ficcionales. Siempre se dice que la realidad supera la ficción… Víctor Rexton no estaba de acuerdo, Diego Agrimbau tampoco. Uno de ellos lo pagó con su vida","","https://i1.whakoom.com/small/30/16/3c4a4b36e448443ba45ea23dd0b36218.jpg","Hotel de las Ideas","Español (Argentina)","Rústica","https://www.whakoom.com/ediciones/523596/quien_mato_a_rexton-rustica"
"¿Quién pensará en el Águila de los Fieles?","16 de enero de 2023","Jota Medina, Ogre, Jota Garcia","978-8-409-47051-8","¿Acaso no hay mayor suerte que la de los españoles? ¿No hay mayor tranquilidad que la que te da el gran ‘Águila de los fieles‘ al cuidarte y protegerte? ¿Tan bueno ha sido el hombre español que Dios ha dejado sobre nuestras cabezas al único ángel del siglo XX? ¿Cuándo entenderá este que tener solo la preocupación de cuidar la peseta, la fe y a tu mujer, es un privilegio que solo existe en España? ¿No nos damos cuenta de que el pobre portugués, el afeminado francés y el infecto inglés miran hacia la patria ibérica con la mirada inyecta en envidia? ¿Qué sería de nosotros sin Carreño Branco? ¿Sería una, grande y libre?","","https://i1.whakoom.com/small/2e/20/5ad096dd9c644ee2a8e0148f504addc8.jpg","Unbrained comics","Español (España)","Grapa 44 pp","https://www.whakoom.com/ediciones/638713/quien_pensara_en_el_aguila_de_los_fieles-grapa_44_pp"
"¿Quién puede vencer a Buda?","2002","Diego Olmos","978-8-478-33479-7","","","https://i1.whakoom.com/small/3e/30/7973da6c7e5d441eb7e6a826bd9f91ef.jpg","Ediciones La Cúpula","Español (España)","","https://www.whakoom.com/ediciones/36/quien_puede_vencer_a_buda"
"¿Quién quiere ser superhéroe?","Octubre 2021","Andres Accorsi","978-9-874-90716-5","¿Por qué no envejecen los superhéroes? ¿Cuál fue el primer superhéroe en morir? ¿Qué superhéroes fueron amigos de Fidel Castro? ¿Quién fue el primer superhéroe homosexual? ¿Cuándo se conocieron Superman y Batman? ¿Por qué los superhéroes no hacen pis? ¿Cuántos supervillanos cambiaron de bando? Los superhéroes, ¿son de izquierda o de derecha? ¿Cuántos superhéroes pelearon en la guerra de Vietnam? ¿Quién fue el primer superhéroe musulmán de la historia? ¿Cuál fue el primer comic de superhéroes apuntado a los adultos? ¿Con qué nombre se dio a conocer Superman en la Italia de Mussolini? ¿Es verdad que la primera aventura de Aquaman la dibujó un argentino? ¿Y que DC estuvo por comprar al Capitán América por menos de diez mil dólares? ¿Y que Deadpool estuvo a punto de matar a Bruce Wayne? Andrés Accorsi, uno de los principales especialistas en historieta del habla hispana, nos invita a resolver todos estos interrogantes y muchos más. Animate a entrar en un libro que funciona como una mirada caleidoscópica al maravilloso mundo de los superhéroes, que explotó hace más de ochenta años en la historieta y conquistó al cine, la televisión y los videojuegos","","https://i1.whakoom.com/small/06/1c/0ed26dbe19594f8f9a9c8e3b9ec61369.jpg","Comic.ar","Español (Argentina)","Rústica 536 pp","https://www.whakoom.com/ediciones/618960/quien_quiere_ser_superheroe-rustica_536_pp"
"¿Quién soy? Los Simpson","17 de febrero de 1993","Matt Groening","978-8-440-63342-2","¡Eh, chicos!¿Os gustaría cambiar de careta? Bastará con que elijáis una de estas quince caretas listas para usar y... voilá! ¡Convertíos en vuestro personaje favorito de los Simpson! ¡Aquí están vuestros mejores amigos de la tele: Rasca y Pica , Otto, la tribu Simpson al completo. Desde Homer a la pequeña Maggie, y, por supuesto, también el Payaso Krust.","","https://i1.whakoom.com/small/0c/2d/79e17e1016ba48509364d0c536cc7cf7.jpg","Ediciones B","Español (España)","Rústica 16 pp","https://www.whakoom.com/ediciones/570385/quien_soy_los_simpson-rustica_16_pp"
"¿Quién vigila a los vigilantes?","1 de octubre de 2022","Antonio Pineda","978-8-412-46061-2","¿Quién vigila a los vigilantes? Superhéroes, justicieros e ideologías políticas es un recorrido por las ricas y prolíficas relaciones entre los comics books y las ideologías políticas. Coordinados por el catedrático en comunicación Antonio Pineda, doce especialistas de la comunicación y la cultura de masas estudian a superhéroes y vigilantes desde diversas perspectivas ideológicas: anarquismo, feminismo, neofascismo… En estas páginas conviven iconos de la cultura de masas como Batman y Wonder Woman, personajes de culto como V o The Swamp Thing, nuevos fenómenos del medio como The Boys y héroes menos conocidos como Captain China, entre otros. Quién vigila a los vigilantes proporciona herramientas que permiten una lectura crítica en clave ideológica de los superhéroes y justicieros que habitan los tebeos, el cine y la televisión. Tal y como se adelanta en la introducción del libro: “El mero esquema de ciudadanos que se disfrazan para luchar contra el mal implica cuestiones muy diversas relativas al poder, la responsabilidad, el individualismo, la privatización de la violencia, el rol del Estado y el funcionamiento de la sociedad”.","","https://i1.whakoom.com/small/1a/39/6872a0d5857c44bda6b8c644f79fc7fa.jpg","Advook","Español (España)","Rústica 256 pp","https://www.whakoom.com/ediciones/637773/quien_vigila_a_los_vigilantes-rustica_256_pp"
"¿Quieres ser Deadpool?","31 de mayo de 2019","Al Ewing, Salvador Espín, Guru-eFX, Paco Díaz","978-9-877-24496-0, 9789877244960-00001","¡¿Alguna vez quisiste ser Deadpool?! ¡Claro que sí! Bueno, esta es tu oportunidad… ¡en este asombroso y divertido juego de rol! ¡TÚ tomas las decisiones de Deadpool! ¡TÚ llevas un registro de tu puntaje mientras la historia se desarrolla! ¡TÚ tiras el dado para combatir contra feroces enemigos… y te estamos vigilando, así que no hagas trampa! Contiene: You are Deadpool #1-5 USA (2018)","","https://i1.whakoom.com/small/3e/11/81df1c115c484a68bc26d65d6f20c6d7.jpg","Ovni Press","Español (Argentina)","Rústica 144 pp","https://www.whakoom.com/ediciones/531949/quieres_ser_deadpool-rustica_144_pp"
"¿Quieres ser un cocinicas?","2 de abril de 2017","Carlos Azagra, Encarna Revuelta, XCAR Malavida","978-8-495-49015-5","Este ¿Quieres ser un cocinicas?, cuyo prólogo firma Beatriz Cuartero, es un compendio de lo mejor de los tres volúmenes publicados, Todos somos cocinicas, Estoy hecho un cocinicas y Sigo siendo un cocinicas, que han sido un éxito absoluto ya que acumulan más de 10.000 ejemplares autoeditados. Este nuevo volumen, editado por este diario, «es un chollazo que te ofrece la oportunidad de pasártelo bien leyendo y, además, aprender muchas cosas», concluye Xcar Malavida.","","https://i1.whakoom.com/small/1f/1f/78082b7369f446bc844294b15b1ca76e.jpg","El Periódico de Aragón","Español (España)","Rústica 96 pp","https://www.whakoom.com/ediciones/411401/quieres_ser_un_cocinicas-rustica_96_pp"
